"","X.1","X","borough","neighborhood","building.class.category","tax.class.at.present","block","lot","ease.ment","building.class.at.present","address","apartment.number","zip.code","residential.units","commercial.units","total.units","land.square.feet","gross.square.feet","year.built","tax.class.at.time.of.sale","building.class.at.time.of.sale","sale.price","sale.date","sale.price.n","gross.sqft","land.sqft","outliers"
"22662","22662",22662,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12519,70,NA,"A2","172-11 128TH AVENUE                      ","            ",11434,1,0,1,3234,784,1920,1,"A2"," $141,000 ","2020-11-25",141000,784,3234,0
"22666","22666",22666,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12522,59,NA,"A2","174-27 127TH   AVENUE                    ","            ",11434,1,0,1,1617,639,1920,1,"A2"," $297,901 ","2020-11-04",297901,639,1617,0
"22667","22667",22667,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12522,83,NA,"A2","174-02 126TH AVENUE                      ","            ",11434,1,0,1,2464,1112,1920,1,"A2"," $354,000 ","2020-05-26",354000,1112,2464,0
"22669","22669",22669,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12540,114,NA,"A2","130-23 178 STREET                        ","            ",11434,1,0,1,4000,1050,1950,1,"A2"," $635,000 ","2020-07-24",635000,1050,4000,0
"22671","22671",22671,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12542,38,NA,"A1","178-41 131ST AVENUE                      ","            ",11434,1,0,1,4000,1536,1945,1,"A1"," $275,000 ","2020-03-21",275000,1536,4000,0
"22672","22672",22672,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12545,419,NA,"B3","13110 178 STREET                         ","            ",11434,2,0,2,4500,2454,1940,1,"A2"," $665,000 ","2020-05-15",665000,2454,4500,0
"22673","22673",22673,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12546,56,NA,"A5","132-18 FARMERS BOULEVARD                 ","            ",11434,1,0,1,3665,1296,1950,1,"A5"," $320,000 ","2020-08-05",320000,1296,3665,0
"22674","22674",22674,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12570,1,NA,"A1","175-19 137TH   AVENUE                    ","            ",11434,1,0,1,3996,1376,1920,1,"A1"," $25,000 ","2020-03-01",25000,1376,3996,0
"22675","22675",22675,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12570,13,NA,"A1","134-57 175TH   STREET                    ","            ",11434,1,0,1,3200,1296,1920,1,"A1"," $247,668 ","2020-02-23",247668,1296,3200,0
"22676","22676",22676,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12571,53,NA,"A1","134-65 176TH STREET                      ","            ",11434,1,0,1,3859,1404,1920,1,"A1"," $412,000 ","2020-05-22",412000,1404,3859,0
"22677","22677",22677,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12571,71,NA,"A1","134-68 BEDELL STREET                     ","            ",11434,1,0,1,2208,1014,1920,1,"A1"," $346,500 ","2020-05-12",346500,1014,2208,0
"22678","22678",22678,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12573,35,NA,"A1","137-36 168 STREET                        ","            ",11434,1,0,1,2700,978,1920,1,"A1"," $270,000 ","2020-08-20",270000,978,2700,0
"22680","22680",22680,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12574,32,NA,"A0","137-15 168TH   STREET                    ","            ",11434,1,0,1,3900,1063,1950,1,"A0"," $438,000 ","2020-05-11",438000,1063,3900,0
"22681","22681",22681,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12576,5,NA,"A0","170-07 140TH   AVENUE                    ","            ",11434,1,0,1,4000,1092,1945,1,"A0"," $390,000 ","2020-10-28",390000,1092,4000,0
"22683","22683",22683,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12576,19,NA,"A1","137-31 170TH   STREET                    ","            ",11434,1,0,1,4000,2140,1975,1,"A1"," $420,000 ","2020-05-05",420000,2140,4000,0
"22685","22685",22685,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12576,48,NA,"A0","137-16 171ST STREET                      ","            ",11434,1,0,1,4010,1110,1945,1,"A0"," $445,200 ","2020-11-30",445200,1110,4010,0
"22686","22686",22686,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12577,62,NA,"A0","137-24 172ND   STREET                    ","            ",11434,1,0,1,3897,1488,1950,1,"A0"," $330,500 ","2020-12-31",330500,1488,3897,0
"22687","22687",22687,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12578,65,NA,"A1","137-28 173RD   STREET                    ","            ",11434,1,0,1,3897,1188,1940,1,"A1"," $410,000 ","2020-02-02",410000,1188,3897,0
"22688","22688",22688,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12579,176,NA,"A1","137-35 173RD STREET                      ","            ",11434,1,0,1,4116,1188,1935,1,"A1"," $325,000 ","2020-12-31",325000,1188,4116,0
"22689","22689",22689,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12581,13,NA,"A2","175-26 137 AVENUE                        ","            ",11434,1,0,1,3200,1134,1950,1,"A2"," $392,000 ","2020-06-26",392000,1134,3200,0
"22690","22690",22690,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12582,6,NA,"A0","175-05 139TH   ROAD                      ","            ",11434,1,0,1,8400,2255,1950,1,"A0"," $600,000 ","2020-02-26",6e+05,2255,8400,0
"22691","22691",22691,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12586,34,NA,"A2","142-19 168 STREET                        ","            ",11434,1,0,1,2963,1096,1930,1,"A2"," $685,000 ","2020-01-28",685000,1096,2963,0
"22693","22693",22693,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12587,7,NA,"A2","140-26 170TH STREET                      ","            ",11434,1,0,1,2923,1100,1920,1,"A2"," $440,000 ","2020-04-06",440000,1100,2923,0
"22694","22694",22694,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12587,7,NA,"A2","140-26 170TH   STREET                    ","            ",11434,1,0,1,2923,1100,1920,1,"A2"," $270,000 ","2020-11-04",270000,1100,2923,0
"22695","22695",22695,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12587,72,NA,"B3","169-14 140TH   AVENUE                    ","            ",11434,2,0,2,4507,2622,1950,1,"A2"," $695,000 ","2020-11-03",695000,2622,4507,0
"22697","22697",22697,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12590,58,NA,"A1","140-30 173RD STREET                      ","            ",11434,1,0,1,2435,1000,1930,1,"A1"," $430,000 ","2020-09-22",430000,1000,2435,0
"22699","22699",22699,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12592,43,NA,"A1","17432 140 AVE                            ","            ",11434,1,0,1,1895,1608,2006,1,"A1"," $226,000 ","2020-10-30",226000,1608,1895,0
"22700","22700",22700,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12592,48,NA,"A1","174-22 140TH   AVENUE                    ","            ",11434,1,0,1,3200,1632,1920,1,"A1"," $435,000 ","2020-03-31",435000,1632,3200,0
"22701","22701",22701,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12594,4,NA,"A1","170-19 144TH   AVENUE                    ","            ",11434,1,0,1,3636,1296,1920,1,"A1"," $255,000 ","2020-08-10",255000,1296,3636,0
"22702","22702",22702,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12597,16,NA,"A2","169-65 144TH   ROAD                      ","            ",11434,1,0,1,4000,940,1950,1,"A2"," $190,000 ","2020-09-22",190000,940,4000,0
"22703","22703",22703,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12597,25,NA,"A1","172-05 144TH   ROAD                      ","            ",11434,1,0,1,3325,1152,1920,1,"A1"," $399,000 ","2020-12-30",399000,1152,3325,0
"22704","22704",22704,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12597,54,NA,"A1","172-22 144 AVENUE                        ","            ",11434,1,0,1,4000,1206,1910,1,"A1"," $262,500 ","2020-10-28",262500,1206,4000,0
"22705","22705",22705,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12597,68,NA,"A1","171-24 144TH AVENUE                      ","            ",11434,1,0,1,4000,1090,1910,1,"A1"," $360,000 ","2020-06-26",360000,1090,4000,0
"22706","22706",22706,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12597,83,NA,"A1","170-16 144TH   AVENUE                    ","            ",11434,1,0,1,2900,1308,1920,1,"A1"," $190,000 ","2020-11-23",190000,1308,2900,0
"22708","22708",22708,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12598,103,NA,"A1","169-28 144TH   ROAD                      ","            ",11434,1,0,1,2605,1328,1920,1,"A1"," $290,000 ","2020-02-17",290000,1328,2605,0
"22710","22710",22710,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12664,7,NA,"A2","120-03 FARMERS BLVD                      ","            ",11412,1,0,1,5934,960,1950,1,"A2"," $430,000 ","2020-11-09",430000,960,5934,0
"22712","22712",22712,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12664,67,NA,"A1","188-33 120TH ROAD                        ","            ",11412,1,0,1,2500,1292,1930,1,"A1"," $150,000 ","2020-08-12",150000,1292,2500,0
"22713","22713",22713,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12665,24,NA,"A1","188-40 120 ROAD                          ","            ",11412,1,0,1,3000,1300,1925,1,"A1"," $475,000 ","2020-01-08",475000,1300,3000,0
"22714","22714",22714,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12665,24,NA,"A1","188-40 120 ROAD                          ","            ",11412,1,0,1,3000,1300,1925,1,"A1"," $165,000 ","2020-08-25",165000,1300,3000,0
"22715","22715",22715,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12666,31,NA,"A2","121-12 MILBURN                           ","            ",11413,1,0,1,3920,960,1950,1,"A2"," $390,000 ","2020-08-14",390000,960,3920,0
"22716","22716",22716,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12666,94,NA,"A1","186-29 122ND AVENUE                      ","            ",11413,1,0,1,3570,954,1930,1,"A1"," $283,250 ","2020-10-26",283250,954,3570,0
"22717","22717",22717,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12667,12,NA,"A2","121-17 MILBURN STREET                    ","            ",11413,1,0,1,4000,960,1950,1,"A2"," $390,000 ","2020-12-09",390000,960,4000,0
"22718","22718",22718,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12667,34,NA,"A2","121-28 GRAYSON STREET                    ","            ",11413,1,0,1,4000,1050,1950,1,"A2"," $415,000 ","2020-12-31",415000,1050,4000,0
"22719","22719",22719,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12667,34,NA,"A2","121-28 GRAYSON STREET                    ","            ",11413,1,0,1,4000,1050,1950,1,"A2"," $195,000 ","2020-08-27",195000,1050,4000,0
"22720","22720",22720,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12668,7,NA,"A2","121-25 GRAYSON ST                        ","            ",11413,1,0,1,4100,1050,1950,1,"A2"," $377,500 ","2020-10-26",377500,1050,4100,0
"22721","22721",22721,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12668,37,NA,"A1","121-36 BENTON STREET                     ","            ",11413,1,0,1,2500,1216,2005,1,"A1"," $673,454 ","2020-02-26",673454,1216,2500,0
"22722","22722",22722,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12669,73,NA,"A1","121-55 BENTON STREET                     ","            ",11413,1,0,1,5500,1561,1930,1,"A1"," $425,000 ","2020-06-03",425000,1561,5500,0
"22723","22723",22723,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12674,90,NA,"A1","121-37 192 STREET                        ","            ",11413,1,0,1,2910,1200,1925,1,"A1"," $350,000 ","2020-10-16",350000,1200,2910,0
"22724","22724",22724,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12675,36,NA,"A1","120-62 194TH   STREET                    ","            ",11412,1,0,1,2500,1040,1940,1,"A1"," $411,500 ","2020-05-18",411500,1040,2500,0
"22725","22725",22725,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12675,50,NA,"A2","121-23 193RD   STREET                    ","            ",11413,1,0,1,4100,768,1955,1,"A2"," $355,000 ","2020-09-17",355000,768,4100,0
"22726","22726",22726,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12675,93,NA,"A1","193-01 122ND   AVENUE                    ","            ",11413,1,0,1,3270,1584,1930,1,"A1"," $390,000 ","2020-10-01",390000,1584,3270,0
"22727","22727",22727,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12679,101,NA,"A1","121-23 195TH STREET                      ","            ",11413,1,0,1,2850,1056,1920,1,"A1"," $400,000 ","2020-09-23",4e+05,1056,2850,0
"22728","22728",22728,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12686,35,NA,"A1","121-11 198TH   STREET                    ","            ",11413,1,0,1,4100,990,1925,1,"A1"," $495,000 ","2020-12-29",495000,990,4100,0
"22729","22729",22729,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12686,35,NA,"A1","121-11 198 STREET                        ","            ",11413,1,0,1,4100,990,1925,1,"A1"," $270,000 ","2020-06-01",270000,990,4100,0
"22731","22731",22731,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12686,79,NA,"A1","198-07 122ND   AVENUE                    ","            ",11413,1,0,1,2619,996,1925,1,"A1"," $336,951 ","2020-03-18",336951,996,2619,0
"22732","22732",22732,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12694,141,NA,"A5","120-06 SPRINGFIELD BOULEVAR              ","            ",11411,1,0,1,2000,1020,1950,1,"A5"," $370,000 ","2020-09-18",370000,1020,2000,0
"22733","22733",22733,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12700,61,NA,"A1","123-06 MONTAUK STREET                    ","            ",11413,1,0,1,2520,958,1925,1,"A1"," $452,400 ","2020-06-04",452400,958,2520,0
"22734","22734",22734,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12702,58,NA,"A1","122-22 MILBURN STREET                    ","            ",11413,1,0,1,4515,1028,1925,1,"A1"," $350,000 ","2020-01-12",350000,1028,4515,0
"22735","22735",22735,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12703,25,NA,"A1","187-02 122 AVENUE                        ","            ",11413,1,0,1,3720,1104,1925,1,"A1"," $450,000 ","2020-10-29",450000,1104,3720,0
"22737","22737",22737,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12705,22,NA,"A1","189-02 122ND AVENUE                      ","            ",11413,1,0,1,3255,1076,1925,1,"A1"," $390,000 ","2020-02-08",390000,1076,3255,0
"22738","22738",22738,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12705,22,NA,"A1","189-02 122ND   AVENUE                    ","            ",11413,1,0,1,3255,1076,1925,1,"A1"," $262,000 ","2020-05-07",262000,1076,3255,0
"22739","22739",22739,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12706,32,NA,"A1","122-16 191ST   STREET                    ","            ",11413,1,0,1,3150,1332,1930,1,"A1"," $190,000 ","2020-09-17",190000,1332,3150,0
"22740","22740",22740,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12706,39,NA,"A1","122-32 191ST STREET                      ","            ",11413,1,0,1,3150,1332,1930,1,"A1"," $290,000 ","2020-12-31",290000,1332,3150,0
"22741","22741",22741,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12709,7,NA,"A1","193-02 122ND AVENUE                      ","            ",11413,1,0,1,4469,1432,1925,1,"A1"," $343,000 ","2020-08-06",343000,1432,4469,0
"22742","22742",22742,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12709,15,NA,"A1","193-22 122ND   AVENUE                    ","            ",11413,1,0,1,4100,1536,1930,1,"A1"," $370,000 ","2020-08-17",370000,1536,4100,0
"22743","22743",22743,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12710,5,NA,"A1","194-02 122ND AVE                         ","            ",11413,1,0,1,3885,1116,1930,1,"A1"," $305,000 ","2020-02-10",305000,1116,3885,0
"22744","22744",22744,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12710,54,NA,"A1","194-11 NASHVILLE BOULEVARD               ","            ",11413,1,0,1,4000,1187,1930,1,"A1"," $318,000 ","2020-05-29",318000,1187,4000,0
"22746","22746",22746,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12715,11,NA,"A2","123-19 GRAYSON STREET                    ","            ",11413,1,0,1,4000,1225,1950,1,"A2"," $440,000 ","2020-10-20",440000,1225,4000,0
"22747","22747",22747,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12715,20,NA,"A1","188-08 NASHVILLE BOULEVARD               ","            ",11413,1,0,1,2000,1184,1915,1,"A1"," $190,000 ","2020-02-24",190000,1184,2000,0
"22748","22748",22748,4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12715,23,NA,"A1","188-14 NASHVILLE BOULEVARD               ","            ",11413,1,0,1,2000,1184,1915,1,"A1"," $353,886 ","2020-11-04",353886,1184,2000,0
