"","X.1","X","borough","neighborhood","building.class.category","tax.class.at.present","block","lot","ease.ment","building.class.at.present","address","apartment.number","zip.code","residential.units","commercial.units","total.units","land.square.feet","gross.square.feet","year.built","tax.class.at.time.of.sale","building.class.at.time.of.sale","sale.price","sale.date","sale.price.n","gross.sqft","land.sqft","outliers"
"11361","11361",11361,4,"GLENDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",3826,160,NA,"A9","78-27 76TH   STREET                      ","            ",11385,1,0,1,1900,1312,1920,1,"A9"," $530,000 ","2020-10-09",530000,1312,1900,0
"11362","11362",11362,4,"GLENDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",3828,58,NA,"A9","78-16 79TH PLACE                         ","            ",11385,1,0,1,1900,1344,1910,1,"A9"," $267,840 ","2020-03-03",267840,1344,1900,0
"11368","11368",11368,4,"GLENDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",3841,19,NA,"A5","77-24 86TH   STREET                      ","            ",11385,1,0,1,2000,1440,1940,1,"A5"," $645,000 ","2020-01-04",645000,1440,2000,0
"11371","11371",11371,4,"GLENDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",3843,46,NA,"A9","78-06 85TH   STREET                      ","            ",11385,1,0,1,2000,1408,1925,1,"A9"," $570,000 ","2020-08-13",570000,1408,2000,0
"11372","11372",11372,4,"GLENDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",3843,56,NA,"A9","78-24 85TH STREET                        ","            ",11385,1,0,1,2300,1408,1925,1,"A9"," $550,000 ","2020-02-29",550000,1408,2300,0
"11373","11373",11373,4,"GLENDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",3844,77,NA,"A1","78-50 86TH   STREET                      ","            ",11385,1,0,1,2500,1406,1930,1,"A1"," $650,000 ","2020-02-12",650000,1406,2500,0
"11374","11374",11374,4,"GLENDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",3844,77,NA,"A1","78-50 86TH   STREET                      ","            ",11385,1,0,1,2500,1406,1930,1,"A1"," $300,000 ","2020-07-22",3e+05,1406,2500,0
"11377","11377",11377,4,"GLENDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",3845,52,NA,"A1","78-06 87TH   STREET                      ","            ",11385,1,0,1,2442,1408,1920,1,"A1"," $510,000 ","2020-09-08",510000,1408,2442,0
"11378","11378",11378,4,"GLENDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",3845,58,NA,"A1","78-20 87TH   STREET                      ","            ",11385,1,0,1,2442,1408,1920,1,"A1"," $509,000 ","2020-07-27",509000,1408,2442,0
"11379","11379",11379,4,"GLENDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",3847,16,NA,"A5","87-23 UNION TURNPIKE                     ","            ",11385,1,0,1,2500,1548,1925,1,"A5"," $600,000 ","2020-02-17",6e+05,1548,2500,0
"11380","11380",11380,4,"GLENDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",3848,27,NA,"A5","87-36 UNION TURNPIKE                     ","            ",11385,1,0,1,2500,1557,1910,1,"A5"," $590,000 ","2020-04-04",590000,1557,2500,0
"11382","11382",11382,4,"GLENDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",3849,31,NA,"A1","87-07 81ST   ROAD                        ","            ",11385,1,0,1,2600,1496,1940,1,"A1"," $540,000 ","2020-06-24",540000,1496,2600,0
"11383","11383",11383,4,"GLENDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",3852,81,NA,"A0","88-07 DORAN AVENUE                       ","            ",11385,1,0,1,2993,1208,1945,1,"A0"," $480,000 ","2020-10-22",480000,1208,2993,0
"11384","11384",11384,4,"GLENDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",3853,73,NA,"A0","8820 DORAN AVE                           ","            ",11385,1,0,1,2833,1333,1950,1,"A0"," $740,000 ","2020-02-05",740000,1333,2833,0
"11385","11385",11385,4,"GLENDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",3854,74,NA,"A5","88-30 RUTLEDGE AVENUE                    ","            ",11385,1,0,1,1900,2432,1930,1,"A5"," $695,000 ","2020-01-07",695000,2432,1900,0
"11386","11386",11386,4,"GLENDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",3861,16,NA,"A1","88-24 UNION TURNPIKE                     ","            ",11385,1,0,1,2700,2030,1930,1,"A1"," $715,000 ","2020-07-30",715000,2030,2700,0
"11387","11387",11387,4,"GLENDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",3863,107,NA,"A1","88-62 81ST   ROAD                        ","            ",11385,1,0,1,2742,2340,1925,1,"A1"," $708,000 ","2020-11-02",708000,2340,2742,0
"11389","11389",11389,4,"GLENDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",3875,99,NA,"A5","89-36 74 AVE                             ","            ",11385,1,0,1,2025,1224,1945,1,"A5"," $599,000 ","2020-01-25",599000,1224,2025,0
"11391","11391",11391,4,"GLENDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",3880,54,NA,"A5","80-25 MARGARET PLACE                     ","            ",11385,1,0,1,2000,1504,1930,1,"A5"," $460,000 ","2020-11-12",460000,1504,2000,0
"11396","11396",11396,4,"GLENDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",3893,18,NA,"A1","89-35 70TH AVENUE                        ","            ",11375,1,0,1,2367,1216,1930,1,"A1"," $725,000 ","2020-05-22",725000,1216,2367,0
"11397","11397",11397,4,"GLENDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",3894,51,NA,"A1","89-35 70TH ROAD                          ","            ",11375,1,0,1,2400,1216,1925,1,"A1"," $649,000 ","2020-01-15",649000,1216,2400,0
"11401","11401",11401,4,"GLENDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",3905,6,NA,"A2","97-08 72ND   DRIVE                       ","            ",11375,1,0,1,4317,924,1940,1,"A2"," $759,000 ","2020-04-08",759000,924,4317,0
"11402","11402",11402,4,"GLENDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",3905,6,NA,"A2","97-08 72ND   DRIVE                       ","            ",11375,1,0,1,4317,924,1940,1,"A2"," $690,000 ","2020-06-04",690000,924,4317,0
"11404","11404",11404,4,"GLENDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",3906,1,NA,"A2","108-25 UNION TURNPIKE                    ","            ",11375,1,0,1,3584,1183,1945,1,"A2"," $600,000 ","2020-09-29",6e+05,1183,3584,0
"11406","11406",11406,4,"GLENDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",3906,5,NA,"A2","108-19 UNION TURNPIKE                    ","            ",11375,1,0,1,2625,946,1945,1,"A2"," $610,000 ","2020-09-08",610000,946,2625,0
"11407","11407",11407,4,"GLENDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",3906,6,NA,"A2","108-17 UNION TURNPIKE                    ","            ",11375,1,0,1,2925,946,1945,1,"A2"," $440,000 ","2020-06-30",440000,946,2925,0
"11408","11408",11408,4,"GLENDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",3906,33,NA,"A2","108-41 UNION TURNPIKE                    ","            ",11375,1,0,1,2456,1152,1945,1,"A2"," $650,000 ","2020-06-29",650000,1152,2456,0
"11409","11409",11409,4,"GLENDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",3907,110,NA,"A1","96-03 PARK LANE SOUTH                    ","            ",11421,1,0,1,3603,1668,1925,1,"A1"," $639,000 ","2020-04-08",639000,1668,3603,0
"11412","11412",11412,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3586,3,NA,"B1","75-06 62ND STREET                        ","            ",11385,2,0,2,1948,2280,1910,1,"B1"," $700,000 ","2020-02-02",7e+05,2280,1948,0
"11413","11413",11413,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3586,23,NA,"S2","75-47 61 STREET                          ","            ",11385,2,1,3,1505,3888,1920,1,"S2"," $880,000 ","2020-10-20",880000,3888,1505,0
"11414","11414",11414,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3592,6,NA,"S2","61-10 MYRTLE AVENUE                      ","            ",11385,2,1,3,2000,4000,1915,1,"S2"," $840,000 ","2020-05-29",840000,4000,2000,0
"11415","11415",11415,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3592,21,NA,"B2","72-26 62ND STREET                        ","            ",11385,2,0,2,1858,1980,1910,1,"B2"," $635,000 ","2020-08-28",635000,1980,1858,0
"11417","11417",11417,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3592,63,NA,"B1","7239 61ST STREET                         ","            ",11385,2,0,2,1895,2328,1910,1,"B1"," $859,000 ","2020-12-07",859000,2328,1895,0
"11418","11418",11418,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3592,77,NA,"B2","72-13 61ST   STREET                      ","            ",11385,2,0,2,2000,1928,1910,1,"B2"," $708,000 ","2020-12-15",708000,1928,2000,0
"11420","11420",11420,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3595,8,NA,"B1","62-16 74TH AVENUE                        ","            ",11385,2,0,2,2000,1800,1910,1,"B1"," $655,000 ","2020-10-02",655000,1800,2000,0
"11422","11422",11422,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3597,41,NA,"B1","7516 64TH PLACE                          ","            ",11385,2,0,2,1553,2170,1915,1,"B1"," $680,000 ","2020-09-04",680000,2170,1553,0
"11423","11423",11423,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3598,26,NA,"B1","74-17 64TH   PLACE                       ","            ",11385,2,0,2,2000,1920,1910,1,"B1"," $306,969 ","2020-11-10",306969,1920,2000,0
"11424","11424",11424,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3598,31,NA,"B1","74-07 64TH PLACE                         ","            ",11385,2,0,2,2000,1920,1910,1,"B1"," $740,000 ","2020-06-11",740000,1920,2000,0
"11425","11425",11425,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3599,70,NA,"B1","6459 COOPER AVENUE                       ","            ",11385,2,0,2,1823,3180,1915,1,"B1"," $800,000 ","2020-02-26",8e+05,3180,1823,0
"11427","11427",11427,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3600,57,NA,"B2","74-48 CYPRESS HILLS STREET               ","            ",11385,2,0,2,1542,1640,1930,1,"B2"," $550,000 ","2020-10-23",550000,1640,1542,0
"11428","11428",11428,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3600,122,NA,"B2","72-35 CYPRESS HILLS STREET               ","            ",11385,2,0,2,3227,2206,1935,1,"B2"," $830,000 ","2020-06-05",830000,2206,3227,0
"11430","11430",11430,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3604,18,NA,"B2","64-37 65TH   LANE                        ","            ",11379,2,0,2,2943,1910,1920,1,"B2"," $670,000 ","2020-06-18",670000,1910,2943,0
"11432","11432",11432,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3624,24,NA,"B3","67-18 65TH   PLACE                       ","            ",11385,2,0,2,2000,1248,1915,1,"B3"," $520,000 ","2020-07-29",520000,1248,2000,0
"11433","11433",11433,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3634,24,NA,"B2","65-02 68TH AVENUE                        ","            ",11385,2,0,2,1551,1872,1925,1,"B2"," $680,000 ","2020-07-30",680000,1872,1551,0
"11434","11434",11434,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3636,1,NA,"B1","65-02 CATALPA AVENUE                     ","            ",11385,2,0,2,880,1600,1935,1,"B1"," $770,000 ","2020-10-08",770000,1600,880,0
"11435","11435",11435,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3636,21,NA,"B1","69-07 65 STREET                          ","            ",11385,2,0,2,1034,1496,1935,1,"B1"," $515,000 ","2020-11-17",515000,1496,1034,0
"11437","11437",11437,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3642,22,NA,"S2","64-51 CENTRAL AVENUE                     ","            ",11385,2,1,3,1900,2304,1920,1,"S2"," $700,000 ","2020-09-03",7e+05,2304,1900,0
"11438","11438",11438,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3642,23,NA,"B1","64-49 CENTRAL AVENUE                     ","            ",11385,2,0,2,1800,2800,1920,1,"B1"," $735,000 ","2020-04-01",735000,2800,1800,0
"11439","11439",11439,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3642,30,NA,"B1","6435 CENTRAL AVENUE                      ","            ",11385,2,0,2,1800,2800,1920,1,"B1"," $500,000 ","2020-02-15",5e+05,2800,1800,0
"11441","11441",11441,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3646,28,NA,"B3","69-25 66TH STREET                        ","            ",11385,2,0,2,2000,1308,1930,1,"B3"," $559,000 ","2020-06-01",559000,1308,2000,0
"11445","11445",11445,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3651,24,NA,"B3","69-38 68TH STREET                        ","            ",11385,2,0,2,1940,1314,1930,1,"B3"," $560,000 ","2020-06-22",560000,1314,1940,0
"11446","11446",11446,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3656,13,NA,"B2","70-18 68TH   PLACE                       ","            ",11385,2,0,2,2200,2162,1925,1,"B2"," $725,000 ","2020-01-07",725000,2162,2200,0
"11447","11447",11447,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3656,20,NA,"B2","70-30 68TH PLACE                         ","            ",11385,2,0,2,2280,2330,1925,1,"B2"," $848,000 ","2020-12-28",848000,2330,2280,0
"11448","11448",11448,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3656,53,NA,"B3","70-23 68TH   STREET                      ","            ",11385,2,0,2,1853,1328,1925,1,"B3"," $530,000 ","2020-09-30",530000,1328,1853,0
"11449","11449",11449,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3657,22,NA,"B2","70-30 69TH   STREET                      ","            ",11385,2,0,2,2667,2320,1925,1,"B2"," $680,000 ","2020-12-31",680000,2320,2667,0
"11450","11450",11450,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3657,50,NA,"B2","70-11 68TH   PLACE                       ","            ",11385,2,0,2,2200,2172,1925,1,"B2"," $710,000 ","2020-12-08",710000,2172,2200,0
"11452","11452",11452,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3660,57,NA,"B2","69-43 CENTRAL AVENUE                     ","            ",11385,2,0,2,2067,2320,1920,1,"B2"," $720,000 ","2020-03-30",720000,2320,2067,0
"11454","11454",11454,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3663,33,NA,"B3","71-41 CENTRAL AVENUE                     ","            ",11385,2,0,2,1967,1344,1925,1,"B3"," $540,000 ","2020-03-23",540000,1344,1967,0
"11455","11455",11455,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3664,26,NA,"B2","70-28 72ND   PLACE                       ","            ",11385,2,0,2,2800,2400,1930,1,"B2"," $655,000 ","2020-07-14",655000,2400,2800,0
"11457","11457",11457,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3665,42,NA,"B2","7021 72ND PLACE                          ","            ",11385,2,0,2,2521,1344,1915,1,"B2"," $545,000 ","2020-01-29",545000,1344,2521,0
"11458","11458",11458,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3676,3,NA,"S2","65-06 CENTRAL AVENUE                     ","            ",11385,2,1,3,2108,2200,1920,1,"S2"," $600,000 ","2020-07-22",6e+05,2200,2108,0
"11459","11459",11459,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3677,26,NA,"S2","65-57 MYRTLE AVENUE                      ","            ",11385,2,1,3,1905,3230,1910,1,"S2"," $570,000 ","2020-11-30",570000,3230,1905,0
"11460","11460",11460,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3677,27,NA,"S2","65-55 MYRTLE AVENUE                      ","            ",11385,2,1,3,1905,4260,1910,1,"S2"," $780,000 ","2020-06-24",780000,4260,1905,0
"11461","11461",11461,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3678,26,NA,"B1","71-38 66TH   PLACE                       ","            ",11385,2,0,2,1900,3091,1910,1,"B1"," $706,387 ","2020-02-29",706387,3091,1900,0
"11462","11462",11462,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3678,43,NA,"B1","71-31 66TH   STREET                      ","            ",11385,2,0,2,2460,2280,1925,1,"B1"," $729,000 ","2020-08-17",729000,2280,2460,0
"11463","11463",11463,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3679,5,NA,"B2","66-36 CENTRAL AVENUE                     ","            ",11385,2,0,2,2508,2457,1930,1,"B2"," $750,000 ","2020-08-12",750000,2457,2508,0
"11465","11465",11465,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3680,4,NA,"B2","71-07 67TH   STREET                      ","            ",11385,2,0,2,2280,2032,1920,1,"B2"," $512,400 ","2020-10-22",512400,2032,2280,0
"11466","11466",11466,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3680,4,NA,"B2","71-07 67TH   STREET                      ","            ",11385,2,0,2,2280,2032,1920,1,"B2"," $670,000 ","2020-06-19",670000,2032,2280,0
"11467","11467",11467,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3680,35,NA,"B1","71-52 67 PLACE                           ","            ",11385,2,0,2,1948,3240,1910,1,"B1"," $675,000 ","2020-05-04",675000,3240,1948,0
"11468","11468",11468,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3680,52,NA,"B2","71-37 67TH   STREET                      ","            ",11385,2,0,2,1765,1764,1920,1,"B2"," $580,000 ","2020-11-30",580000,1764,1765,0
"11469","11469",11469,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3680,59,NA,"B1","71-25 67TH   STREET                      ","            ",11385,2,0,2,2375,3100,1910,1,"B1"," $849,000 ","2020-02-19",849000,3100,2375,0
"11472","11472",11472,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3682,19,NA,"B1","71-28 68TH PLACE                         ","            ",11385,2,0,2,2233,2442,1910,1,"B1"," $780,000 ","2020-10-20",780000,2442,2233,0
"11473","11473",11473,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3682,71,NA,"B1","71-23 68 STREET                          ","            ",11385,2,0,2,1900,2320,1910,1,"B1"," $605,000 ","2020-02-26",605000,2320,1900,0
"11475","11475",11475,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3684,44,NA,"B2","71-64 69 PLACE                           ","            ",11385,2,0,2,2500,1968,1920,1,"B2"," $645,000 ","2020-05-12",645000,1968,2500,0
"11476","11476",11476,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3684,50,NA,"S2","69-21 MYRTLE AVENUE                      ","            ",11385,2,1,3,2802,3120,1931,1,"S2"," $775,000 ","2020-07-07",775000,3120,2802,0
"11477","11477",11477,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3684,88,NA,"B2","71-19 69TH   STREET                      ","            ",11385,2,0,2,2158,1908,1930,1,"B2"," $550,000 ","2020-07-23",550000,1908,2158,0
"11479","11479",11479,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3685,26,NA,"B2","71-34 70TH   STREET                      ","            ",11385,2,0,2,4000,1800,1910,1,"B2"," $669,000 ","2020-12-10",669000,1800,4000,0
"11481","11481",11481,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3686,9,NA,"B1","70-16 CENTRAL AVENUE                     ","            ",11385,2,0,2,1925,1788,1920,1,"B1"," $520,000 ","2020-10-27",520000,1788,1925,0
"11482","11482",11482,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3686,10,NA,"B1","70-18 CENTRAL AVENUE                     ","            ",11385,2,0,2,1942,1848,1920,1,"B1"," $735,000 ","2020-12-29",735000,1848,1942,0
"11483","11483",11483,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3686,67,NA,"B2","71-65 70TH STREET                        ","            ",11385,2,0,2,2005,2150,1915,1,"B2"," $1,150,950 ","2020-08-14",1150950,2150,2005,0
"11485","11485",11485,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3687,31,NA,"B3","71-44 71ST   PLACE                       ","            ",11385,2,0,2,3600,1800,1910,1,"B3"," $950,000 ","2020-07-30",950000,1800,3600,0
"11486","11486",11486,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3687,70,NA,"B2","71-53 71ST   STREET                      ","            ",11385,2,0,2,3600,1800,1910,1,"B2"," $835,000 ","2020-01-20",835000,1800,3600,0
"11488","11488",11488,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3688,49,NA,"B1","71-35 COOPER AVENUE                      ","            ",11385,2,0,2,1522,2024,1910,1,"B1"," $487,000 ","2020-01-29",487000,2024,1522,0
"11489","11489",11489,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3689,50,NA,"B3","71-41 72 STREET                          ","            ",11385,2,0,2,3612,1535,1920,1,"B3"," $600,000 ","2020-02-04",6e+05,1535,3612,0
"11492","11492",11492,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3694,40,NA,"B3","72-13 72ND   STREET                      ","            ",11385,2,0,2,1765,1623,1910,1,"B3"," $667,000 ","2020-03-29",667000,1623,1765,0
"11493","11493",11493,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3695,49,NA,"B1","72-21 72ND PLACE                         ","            ",11385,2,0,2,2550,2455,1940,1,"B1"," $703,500 ","2020-04-01",703500,2455,2550,0
"11495","11495",11495,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3696,22,NA,"B1","78-16 73RD PLACE                         ","            ",11385,2,0,2,2523,2160,1930,1,"B1"," $572,500 ","2020-01-20",572500,2160,2523,0
"11496","11496",11496,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3696,22,NA,"B1","78-16 73RD   PLACE                       ","            ",11385,2,0,2,2523,2160,1930,1,"B1"," $404,000 ","2020-12-07",404000,2160,2523,0
"11499","11499",11499,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3699,5,NA,"B1","72-47 66TH   STREET                      ","            ",11385,2,0,2,1883,2330,1910,1,"B1"," $770,000 ","2020-05-15",770000,2330,1883,0
"11500","11500",11500,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3701,23,NA,"S2","67-02 MYRTLE AVENUE                      ","            ",11385,2,1,3,1800,3800,1931,1,"S2"," $999,000 ","2020-11-24",999000,3800,1800,0
"11501","11501",11501,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3701,50,NA,"B2","72-44 67 PLACE                           ","            ",11385,2,0,2,2000,2060,1910,1,"B2"," $728,000 ","2020-10-30",728000,2060,2000,0
"11502","11502",11502,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3702,16,NA,"B1","72-17 67TH PLACE                         ","            ",11385,2,0,2,1820,2360,1910,1,"B1"," $615,000 ","2020-01-28",615000,2360,1820,0
"11504","11504",11504,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3706,5,NA,"B3","73-19 69TH STREET                        ","            ",11385,2,0,2,1320,1440,1920,1,"B3"," $628,000 ","2020-10-26",628000,1440,1320,0
"11507","11507",11507,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3708,58,NA,"B2","73-56 71 STREET                          ","            ",11385,2,0,2,2018,2106,1910,1,"B2"," $525,000 ","2020-03-29",525000,2106,2018,0
"11508","11508",11508,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3708,58,NA,"B2","73-56 71ST   STREET                      ","            ",11385,2,0,2,2018,2106,1910,1,"B2"," $280,000 ","2020-09-18",280000,2106,2018,0
"11509","11509",11509,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3711,64,NA,"B2","77-03 72ND STREET                        ","            ",11385,2,0,2,2353,2110,1910,1,"B2"," $410,000 ","2020-03-29",410000,2110,2353,0
"11510","11510",11510,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3713,4,NA,"B2","6060 COOPER AVENUE                       ","            ",11385,2,0,2,2993,2048,1930,1,"B2"," $650,000 ","2020-12-18",650000,2048,2993,0
"11512","11512",11512,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3713,28,NA,"B2","60-65 80TH AVENUE                        ","            ",11385,2,0,2,2000,1788,1930,1,"B2"," $415,000 ","2020-09-30",415000,1788,2000,0
"11513","11513",11513,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3713,36,NA,"B2","79-19 60TH   LANE                        ","            ",11385,2,0,2,2000,1720,1930,1,"B2"," $750,000 ","2020-04-05",750000,1720,2000,0
"11514","11514",11514,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3715,5,NA,"B3","77-01 62ND STREET                        ","            ",11385,2,0,2,1600,1408,1920,1,"B3"," $680,000 ","2020-01-25",680000,1408,1600,0
"11515","11515",11515,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3718,72,NA,"B1","77-07 64TH   PLACE                       ","            ",11385,2,0,2,3000,1792,2004,1,"B1"," $880,000 ","2020-07-24",880000,1792,3000,0
"11516","11516",11516,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3724,75,NA,"B3","78-33 65TH   STREET                      ","            ",11385,2,0,2,2300,1300,1920,1,"B3"," $535,000 ","2020-01-08",535000,1300,2300,0
"11517","11517",11517,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3727,18,NA,"B2","80-34 57TH STREET                        ","            ",11385,2,0,2,5040,2000,1910,1,"B2"," $500,000 ","2020-10-13",5e+05,2000,5040,0
"11518","11518",11518,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3729,7,NA,"B2","56-20 CLOVER PLACE                       ","            ",11385,2,0,2,1906,1250,1910,1,"B2"," $450,000 ","2020-07-27",450000,1250,1906,0
"11519","11519",11519,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3729,7,NA,"B2","5620 CLOVER PLACE                        ","            ",11385,2,0,2,1906,1250,1910,1,"B2"," $450,000 ","2020-07-27",450000,1250,1906,0
"11520","11520",11520,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3730,11,NA,"B2","80-64 CYPRESS AVENUE                     ","            ",11385,2,0,2,2500,2088,1899,1,"B2"," $548,000 ","2020-11-11",548000,2088,2500,0
"11522","11522",11522,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3814,14,NA,"B2","77-08 78TH   STREET                      ","            ",11385,2,0,2,2605,2288,1930,1,"B2"," $775,000 ","2020-09-09",775000,2288,2605,0
"11523","11523",11523,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3816,65,NA,"B1","77-38 79TH PLACE                         ","            ",11385,2,0,2,1900,2800,1910,1,"B1"," $655,000 ","2020-10-28",655000,2800,1900,0
